"Cubo: Brazil Competitive 3MIS - PSA"
"Colunas: Medidas (Nível4 - Contagem),Grupo de idade,Gênero"
"Linhas: Segmento PSA,Modelo substituído,Modelo PSA (2008,208,3008,308,408,Aircross,C3,C4 Cactus,C4 Lounge)"
"Ipsos RDA Quality Connection - CONFIDENCIAL"
"14/01/2020 07:39:09"

"Segmento PSA";"Modelo substituído";"Modelo PSA";"Nível4 - Contagem,[em branco],[em branco]";"Nível4 - Contagem,[em branco],Mulher";"Nível4 - Contagem,[em branco],Homem";"Nível4 - Contagem,Menos de 20,Mulher";"Nível4 - Contagem,Menos de 20,Homem";"Nível4 - Contagem,20-24,Mulher";"Nível4 - Contagem,20-24,Homem";"Nível4 - Contagem,25-29,Mulher";"Nível4 - Contagem,25-29,Homem";"Nível4 - Contagem,30-34,[em branco]";"Nível4 - Contagem,30-34,Mulher";"Nível4 - Contagem,30-34,Homem";"Nível4 - Contagem,35-39,Mulher";"Nível4 - Contagem,35-39,Homem";"Nível4 - Contagem,40-44,Mulher";"Nível4 - Contagem,40-44,Homem";"Nível4 - Contagem,45-49,Mulher";"Nível4 - Contagem,45-49,Homem";"Nível4 - Contagem,50-54,[em branco]";"Nível4 - Contagem,50-54,Mulher";"Nível4 - Contagem,50-54,Homem";"Nível4 - Contagem,55-59,Mulher";"Nível4 - Contagem,55-59,Homem";"Nível4 - Contagem,60-64,[em branco]";"Nível4 - Contagem,60-64,Mulher";"Nível4 - Contagem,60-64,Homem";"Nível4 - Contagem,65-69,Mulher";"Nível4 - Contagem,65-69,Homem";"Nível4 - Contagem,70-74,Mulher";"Nível4 - Contagem,70-74,Homem";"Nível4 - Contagem,75-79,Mulher";"Nível4 - Contagem,75-79,Homem";"Nível4 - Contagem,80 e mais,Mulher";"Nível4 - Contagem,80 e mais,Homem";
"Segmento M1";"SCENIC";"408";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";18;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"SENTRA";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";34;"";"";"";"";"";"";11;"";"";"";"";"";"";11;"";"";"";"";"";"";
"Segmento M1";"SIENAN";"308";"";"";"";"";"";"";"";"";"";"";"";61;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"SIENAN";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";4;"";"";"";19;"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"SONIC";"308";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";23;"";"";"";"";"";"";"";"";"";
"Segmento M1";"SPACEFOX";"408";"";"";"";"";"";"";"";"";"";"";"";133;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"SPIN";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";39;"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"SPORTAGE";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";49;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"STILO";"308";"";"";"";"";"";"";"";"";"";"";"";8;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"STILO";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";9;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"SUB_XV";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";19;"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"SYMBOL";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";33;"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"TIIDA";"308";"";"";"";"";"";"";"";"";"";"";"";29;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"TRACKER";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";11;"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"TUCSON";"408";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";29;"";"";"";"";"";"";"";"";
"Segmento M1";"TUCSON";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";12;23;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"UNO";"308";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";16;"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"VECTRA";"408";"";"";"";"";"";"";"";"";"";"";"";"";"";"";54;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"VECTRA";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";115;"";"";"";"";8;"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"VERSA";"408";"";"";"";"";"";"";"";"";"";"";"";"";"";85;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"VERSA";"C4 Lounge";"";"";"";"";"";38;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";14;"";"";"";"";"";"";"";"";
"Segmento M1";"VW_GOLG5";"308";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";9;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1";"VW_OTH";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";12;"";"";"";"";"";"";
"Segmento M1";"XSARA";"C4 Lounge";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";7;"";"";"";"";"";"";"";"";
"Segmento M1";"ZAFIRA";"408";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";65;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"[em branco]";"3008";781;"";"";"";"";"";"";9;30;"";25;237;61;190;"";71;139;7;"";"";67;"";"";"";"";"";44;"";"";"";"";12;"";"";
"Segmento M1 Mono";"AGILE";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";32;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"AIRCROSS";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";9;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"AUDIA1";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";21;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"AUDIA3S3";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";13;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"AUDIA5S5";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";4;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"AUDIQ3";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";12;"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"BLAZERTR";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";20;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"BMW_1";"3008";"";"";"";"";"";"";"";"";"";"";"";46;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"BMW_3";"3008";"";"";"";"";"";"";"";"";"";"";"";36;"";47;"";98;"";"";"";"";"";"";"";"";14;"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"BMW_OTH";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";7;"";"";23;"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"BMW_X1";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";10;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"BRAVO";"3008";"";"";"";"";"";"";"";"";"";"";"";55;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"C3_AIR";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";13;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"CAPTIVA";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";117;"";56;"";"";"";"";93;"";"";"";"";10;"";"";"";63;"";"";"";"";
"Segmento M1 Mono";"CHR_300";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";12;"";"";"";"";"";"";"";"";"";"";"";"";"";"";101;"";"";"";"";
"Segmento M1 Mono";"CIT_C3";"3008";41;"";"";"";"";"";"";"";"";"";"";42;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";6;"";"";
"Segmento M1 Mono";"CIT_C4";"3008";"";"";"";"";"";"";"";"";37;"";76;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"CIT_DS3";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";14;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"CIT_DS4";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";58;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"CIT_DS5";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";9;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"CIT_OTH";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";16;"";"";"";"";"";"";
"Segmento M1 Mono";"CITY";"3008";"";"";"";"";"";"";"";"";"";"";"";"";5;"";"";1;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"CIVIC";"3008";"";"";"";"";"";"";15;"";"";"";6;74;12;"";20;66;"";"";"";"";66;"";"";18;"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"CNTRYMAN";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";32;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"COMPASS";"3008";"";"";"";"";"";"";"";"";"";"";"";"";19;27;54;22;87;"";"";"";43;"";13;"";"";"";"";23;"";"";"";"";"";"";
"Segmento M1 Mono";"COOPER";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";30;"";"";"";"";
"Segmento M1 Mono";"COROLLA";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";9;"";9;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"CRUZE";"3008";"";"";"";"";"";"";"";"";"";"";"";27;"";65;"";"";"";102;"";"";"";"";36;"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"CRUZES6";"3008";"";"";"";"";"";"";"";"";"";"";"";100;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";50;"";"";"";"";"";"";
"Segmento M1 Mono";"DUSTER";"3008";21;"";"";"";"";"";"";"";"";"";"";"";"";"";"";28;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"ECOSPORT";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";50;"";52;"";"";"";17;"";"";7;"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"EDGE";"3008";"";"";22;"";"";"";"";"";"";"";"";"";"";"";"";74;"";"";"";"";"";"";6;"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"ELANTRA";"3008";"";"";"";"";"";"";"";"";"";"";"";78;"";59;"";"";"";"";"";"";"";"";12;"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"EVOQUE";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";16;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"FIESTA";"3008";"";"";"";"";"";"";"";"";"";"";"";76;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"FIT";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";26;"";8;"";20;"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"FLUENCE";"3008";"";"";"";"";"";"";"";"";"";"";"";23;"";"";"";143;"";16;"";"";"";"";"";"";"";"";16;"";"";"";"";"";"";"";
"Segmento M1 Mono";"FOCUS";"3008";"";"";"";"";"";"";"";"";109;"";16;"";"";54;"";87;"";21;"";"";36;"";71;"";"";12;"";29;"";"";"";"";"";12;
"Segmento M1 Mono";"FOCUS_FB";"3008";"";"";"";"";"";"";"";"";"";"";"";9;"";"";"";49;"";"";"";"";17;"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"FOX";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";12;"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"FREELAND";"3008";"";"";"";"";"";"";"";"";"";"";"";18;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"FREEMONT";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";76;"";"";"";"";"";"";9;"";33;"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"FUSION";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";167;"";24;"";"";"";"";111;"";"";"";"";"";"";"";"";"";"";64;
"Segmento M1 Mono";"GCHEROKE";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";49;"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"GOLF";"3008";"";"";"";"";"";"";"";"";"";"";5;48;"";140;"";"";"";"";"";"";"";"";"";"";"";"";"";6;"";"";"";"";"";"";
"Segmento M1 Mono";"GOLFVARI";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";12;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"HILUX";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";27;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"HILUXSW4";"3008";"";"";"";"";"";"";"";"";"";"";6;"";"";"";"";"";"";"";"";"";"";"";18;"";"";90;"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"HON_CRV";"3008";"";"";"";"";"";"";"";"";"";"";"";26;13;16;"";"";"";"";"";"";"";"";29;"";"";44;"";28;"";22;"";"";"";"";
"Segmento M1 Mono";"HON_HRV";"3008";"";"";"";"";"";"";"";"";"";"";"";"";36;65;"";110;"";58;"";"";22;"";"";"";"";7;"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"HYU_HB20";"3008";"";"";"";"";"";"";"";"";"";"";"";"";62;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"HYU_I30";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";27;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"HYU_I35";"3008";"";"";7;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"HYU_IX35";"3008";"";"";17;"";"";"";"";"";"";"";"";"";"";"";"";"";51;57;"";106;"";"";28;"";33;18;"";7;"";"";"";"";"";39;
"Segmento M1 Mono";"HYUN_CRE";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";45;"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"JAC_J3";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";20;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"JAC_OTH";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";12;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"JEE_OTH";"3008";"";"";"";"";"";"";"";"";29;"";"";"";"";"";"";13;"";"";"";"";"";"";"";"";"";"";"";18;"";"";"";"";"";"";
"Segmento M1 Mono";"JETTA";"3008";"";"";"";"";"";"";"";"";"";"";"";16;"";"";"";"";"";33;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"JOURNEY";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";25;"";130;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"KICKS";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";9;"";"";22;25;"";"";"";"";14;"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"L200";"3008";"";"";"";"";"";"";"";"";18;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"LINEA";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";11;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"LOUNGE";"3008";"";"";"";"";"";"";"";"";"";"";"";23;26;42;"";134;"";"";"";"";32;"";6;"";"";50;"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"MEGANE";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";14;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"MER_B";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";19;"";"";"";"";10;"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"MER_C";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";28;"";"";"";"";29;"";"";"";"";"";"";10;"";"";"";"";
"Segmento M1 Mono";"MER_CLA";"3008";"";"";"";"";"";"";"";"";"";"";"";16;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"MER_ML";"3008";"";"";"";"";"";"";"";"";"";"";"";64;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"MER_OTH";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";12;"";"";"";"";16;"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"MIT_ASX";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";100;"";24;40;"";"";"";"";"";42;"";"";"";"";14;"";"";"";"";"";"";
"Segmento M1 Mono";"MLANCER";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";24;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"ONIX";"3008";"";"";"";"";"";"";"";"";"";"";"";16;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"OPTIMA";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";6;"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"OUTLAND";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";4;"";30;"";"";71;"";19;"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"PACEMAN";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";21;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"PAJERO";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";106;"";42;"";"";22;"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"PALLAS";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";114;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"PEU_2008";"3008";"";"";"";"";"";"";"";"";"";"";11;"";"";107;45;7;19;73;"";"";"";"";20;"";21;7;"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"PEU_208";"3008";"";"";"";"";"";"";"";"";"";"";11;"";"";21;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"PEU_3008";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";227;"";112;"";104;"";"";26;"";16;"";32;8;"";147;"";28;"";"";"";"";
"Segmento M1 Mono";"PEU_308";"3008";"";"";"";"";"";"";88;"";"";"";"";"";"";107;"";35;"";"";"";"";74;"";24;"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"PEU_408";"3008";"";"";"";"";"";"";"";"";37;"";15;"";"";51;"";"";"";"";"";"";"";"";12;"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"PEU_OTH";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";22;"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"PICASSO4";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";122;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";4;"";"";
"Segmento M1 Mono";"RANGER";"3008";"";"";"";"";"";"";"";"";"";"";"";17;"";"";"";24;"";41;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"RENEGADE";"3008";"";"";"";"";"";"";"";36;"";"";"";"";"";"";"";"";"";"";"";"";9;"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"ROV_SPRT";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";45;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"S10_T10";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";37;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"SANTAFE";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";35;"";69;"";68;17;"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"SONATA";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";21;"";"";9;"";132;"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"SORENTO";"3008";"";"";"";"";"";"";"";"";"";"";"";"";7;"";91;"";"";24;"";"";"";"";"";"";"";6;"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"SOUL";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";33;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"SPORTAGE";"3008";"";9;"";"";"";"";"";"";"";"";"";"";"";379;48;41;13;66;"";13;66;"";45;"";"";"";"";38;"";"";"";"";"";"";
"Segmento M1 Mono";"TIGUAN";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";24;"";25;"";"";"";"";"";"";
"Segmento M1 Mono";"TORO";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";147;"";12;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"TOY_RAV4";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";53;"";"";"";"";"";"";
"Segmento M1 Mono";"TRACKER";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";26;"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"TUCSON";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";38;"";"";"";"";18;"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"VLV_V40";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";23;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"Segmento M1 Mono";"VLV_XC60";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";175;27;"";"";11;"";"";"";"";30;10;"";"";"";"";"";"";"";
"Segmento M1 Mono";"WRANGLER";"3008";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";15;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
